"hotel_id","hbg_code","airport_code"
1497912,"316121","LON"
1497914,"17311","LON"
1497915,"316121","LON"
1499576,"124005","LON"
1500821,"17411","LON"
1500911,"14141","LON"
1500912,"6611","LON"
1500932,"219393","LON"
1500915,"164992","LON"
1500955,"122041","LON"
1500956,"15777","LON"
1500971,"7555","LON"
1501091,"46622","LON"
1501094,"126260","LON"
1501096,"86531","LON"
1501099,"163382","LON"
1501100,"6639","LON"
1501101,"91394","LON"
1501104,"13892","LON"
1501107,"7561","LON"
1501109,"25859","LON"
1501113,"6560","LON"
1501116,"6607","LON"
1501149,"312099","LON"
1501150,"150531","LON"
1501158,"313351","LON"
1501163,"100616","LON"
1500950,"9225","LON"
1501171,"17311","LON"
1501177,"111855","LON"
1501180,"161365","LON"
1501182,"7572","LON"
1501184,"6608","LON"
1501186,"316645","LON"
1501189,"7545","LON"
1501195,"7571","LON"
1501204,"7563","LON"
1501206,"41285","LON"
1501207,"6550","LON"
1501211,"7564","LON"
1501225,"103836","LON"
1501232,"8941","LON"
1501233,"7568","LON"
1501255,"7550","LON"
1501263,"15176","LON"
1501270,"163498","LON"
1501272,"6634","LON"
1501303,"71468","LON"
1501310,"6561","LON"
1501314,"7560","LON"
1501315,"14004","LON"
1501316,"58082","LON"
1501322,"164991","LON"
1501323,"58694","LON"
1501329,"17412","LON"
1501330,"9244","LON"
1501331,"161367","LON"
1501333,"315269","LON"
1501335,"145542","LON"
1501337,"183194","LON"
1501338,"47956","LON"
1501250,"6647","LON"
1501321,"9016","LON"
1501346,"189477","LON"
1501348,"153296","LON"
1501353,"54174","LON"
1501354,"13888","LON"
1501356,"13900","LON"
1501357,"172420","LON"
1501360,"14917","LON"
1501363,"25860","LON"
1501364,"179390","LON"
1501368,"162475","LON"
1501372,"104337","LON"
1501355,"9221","LON"
1501345,"8899","LON"
1504092,"7578","LON"
1504643,"59579","LON"
1504644,"59582","LON"
1504700,"604562","LON"
1504789,"172693","LON"
1504798,"125353","LON"
1505041,"16106","LON"
1506664,"145542","LON"
1506821,"6573","LON"
1506822,"7550","LON"
1506826,"6615","LON"
1506828,"6557","LON"
1507022,"7544","LON"
1507024,"7555","LON"
1507129,"604562","LON"
1509412,"103437","LON"
1509520,"313231","LON"
1509521,"15901","LON"
1509527,"402378","LON"
1509556,"14550","LON"
1509557,"128787","LON"
1509726,"190452","LON"
1509907,"16105","LON"
1510035,"92172","LON"
1510110,"67759","LON"
1510128,"14104","LON"
1513207,"180527","LON"
1513214,"189438","LON"
1513219,"6614","LON"
1513226,"87611","LON"
1513238,"90482","LON"
1513477,"171406","LON"
1515174,"13885","LON"
1515191,"65659","LON"
1515241,"315757","LON"
1515244,"313212","LON"
1515248,"312741","LON"
1515251,"6638","LON"
1515252,"19877","LON"
1515253,"15178","LON"
1515260,"493301","LON"
1515261,"51177","LON"
1515277,"153304","LON"
1515326,"15813","LON"
1515354,"17122","LON"
1515342,"42616","LON"
1518352,"132861","LON"
1518586,"439321","LON"
1518593,"467401","LON"
1518604,"164966","LON"
1518612,"314748","LON"
1518619,"164364","LON"
1518622,"147529","LON"
1518626,"14406","LON"
1518652,"7557","LON"
1518673,"164366","LON"
1518674,"133506","LON"
1518677,"189908","LON"
1518715,"145836","LON"
1518740,"14991","LON"
1518743,"14989","LON"
1518751,"315068","LON"
1518753,"401003","LON"
1518754,"150646","LON"
1518761,"369617","LON"
1518768,"179223","LON"
1518780,"315653","LON"
1518796,"164363","LON"
1518812,"148304","LON"
1518821,"13898","LON"
1518826,"120418","LON"
1518851,"87280","LON"
1518860,"312737","LON"
1518904,"169900","LON"
1518924,"401001","LON"
1518974,"91615","LON"
1518991,"237212","LON"
1519039,"14403","LON"
1519044,"160746","LON"
1519046,"218066","LON"
1519049,"218616","LON"
1519098,"7565","LON"
1519884,"629949","LON"
1524347,"9227","LON"
1524359,"104275","LON"
1524361,"541362","LON"
1524377,"155310","LON"
1524477,"167506","LON"
1524480,"167508","LON"
1524506,"6645","LON"
1524509,"87528","LON"
1524511,"182130","LON"
1524521,"115212","LON"
1524554,"167507","LON"
1524555,"106399","LON"
1524628,"178431","LON"
1524640,"6650","LON"
1524659,"147634","LON"
1524707,"215288","LON"
1524712,"6646","LON"
1524718,"8898","LON"
1524755,"17415","LON"
1524770,"6653","LON"
1524773,"15775","LON"
1524775,"316236","LON"
1524918,"17414","LON"
1525116,"84242","LON"
1525150,"14985","LON"
1525226,"7565","LON"
1525261,"155259","LON"
1525289,"222260","LON"
1525175,"6627","LON"
1525323,"17397","LON"
1525382,"115366","LON"
1525421,"83150","LON"
1525432,"160781","LON"
1525519,"17394","LON"
1525608,"13893","LON"
1525627,"373303","LON"
1525683,"232920","LON"
1525755,"164412","LON"
1525773,"7546","LON"
1525800,"84356","LON"
1525790,"7541","LON"
1528712,"105294","LON"
1528738,"6564","LON"
1528749,"559823","LON"
1528796,"102239","LON"
1528800,"139527","LON"
1528804,"14923","LON"
1528812,"156203","LON"
1528813,"157118","LON"
1528814,"160745","LON"
1528817,"16108","LON"
1528819,"162374","LON"
1528832,"28728","LON"
1528842,"72399","LON"
1528881,"6643","LON"
1529387,"38784","LON"
1529536,"15176","LON"
1531069,"102554","LON"
1531665,"104275","LON"
1532110,"619843","LON"
1532728,"115212","LON"
1532875,"574461","LON"
1532886,"313685","LON"
1533539,"446701","LON"
1533632,"446701","LON"
1534358,"446701","LON"
1536143,"87528","LON"
1537318,"15798","LON"
1538135,"13888","LON"
1538481,"314263","LON"
1538643,"109733","LON"
1538645,"178431","LON"
1538646,"111855","LON"
1538648,"163498","LON"
1539264,"106203","LON"
1540705,"15178","LON"
1540708,"558103","LON"
1540715,"623881","LON"
1540819,"623881","LON"
1540838,"105294","LON"
1540841,"179390","LON"
1540865,"182130","LON"
1540877,"316645","LON"
1541079,"91615","LON"
1541080,"91615","LON"
1541155,"106713","LON"
1541438,"254169","LON"
1541484,"106040","LON"
1541857,"6653","LON"
1543197,"585561","LON"
1543224,"174434","LON"
1543229,"373304","LON"
1543396,"316488","LON"
1543403,"312863","LON"
1543655,"15101","LON"
1544724,"94500","LON"
1544815,"102045","LON"
1544817,"94501","LON"
1544863,"85077","LON"
1544884,"585198","LON"
1544894,"316961","LON"
1544897,"582721","LON"
1544939,"122358","LON"
1544951,"316121","LON"
1544966,"316092","LON"
1545024,"171406","LON"
1545070,"541384","LON"
1545077,"201957","LON"
1545089,"313233","LON"
1545098,"150525","LON"
1545107,"591612","LON"
1546011,"102239","LON"
1546153,"626261","LON"
1546212,"154045","LON"
1546726,"107825","LON"
1546963,"170177","LON"
1549591,"313572","LON"
1549944,"558103","LON"
1550381,"107825","LON"
1551757,"17126","LON"
1552573,"125353","LON"
1553311,"202060","LON"
1553405,"314318","LON"
1555429,"608057","LON"
1555442,"70989","LON"
1555453,"7566","LON"
1555457,"77690","LON"
1555461,"6616","LON"
1555466,"6554","LON"
1555474,"7573","LON"
1555476,"7549","LON"
1555598,"16233","LON"
1555609,"172419","LON"
1555677,"556927","LON"
1555713,"411219","LON"
1555715,"521061","LON"
1555893,"38784","LON"
1555933,"29247","LON"
1555942,"14835","LON"
1555957,"107677","LON"
1555958,"27179","LON"
1555970,"106040","LON"
1555971,"228577","LON"
1556323,"111645","LON"
1556326,"156620","LON"
1556328,"232159","LON"
1556332,"13897","LON"
1556337,"193433","LON"
1556339,"38759","LON"
1556340,"9228","LON"
1576282,"368605","LON"
1577851,"6561","LON"
1577856,"6557","LON"
1577857,"6547","LON"
1577858,"6553","LON"
1577859,"6608","LON"
1577860,"6565","LON"
1577862,"6550","LON"
1577863,"6564","LON"
1577870,"6643","LON"
1577872,"6635","LON"
1577873,"6616","LON"
1577874,"6640","LON"
1577875,"6645","LON"
1577876,"6638","LON"
1577877,"6653","LON"
1577881,"6636","LON"
1577880,"6647","LON"
1577871,"6628","LON"
1577884,"6639","LON"
1577885,"6641","LON"
1577887,"6650","LON"
1577888,"6646","LON"
1577889,"6655","LON"
1577898,"7545","LON"
1577903,"7555","LON"
1577905,"7549","LON"
1577906,"7546","LON"
1577908,"7557","LON"
1577913,"7544","LON"
1577914,"7550","LON"
1578068,"13892","LON"
1578072,"13891","LON"
1578073,"13885","LON"
1578074,"13888","LON"
1578075,"13893","LON"
1578076,"14080","LON"
1578080,"13897","LON"
1578081,"13900","LON"
1578082,"16105","LON"
1578085,"16108","LON"
1578086,"16233","LON"
1578087,"14004","LON"
1578089,"13898","LON"
1578090,"14141","LON"
1578091,"14104","LON"
1578094,"16106","LON"
1578096,"6614","LON"
1578097,"7568","LON"
1578099,"7565","LON"
1578101,"7563","LON"
1578102,"7572","LON"
1578104,"7560","LON"
1578106,"6615","LON"
1578109,"7564","LON"
1578111,"7561","LON"
1578112,"7570","LON"
1578113,"7566","LON"
1578114,"7573","LON"
1578141,"8898","LON"
1578154,"9472","LON"
1578159,"9474","LON"
1578162,"9227","LON"
1578143,"9221","LON"
1578149,"8899","LON"
1578173,"9016","LON"
1578174,"9476","LON"
1578361,"14917","LON"
1578362,"14406","LON"
1578365,"14550","LON"
1578366,"14923","LON"
1578367,"14170","LON"
1578368,"14403","LON"
1578372,"14985","LON"
1578375,"14991","LON"
1578376,"14989","LON"
1578387,"15813","LON"
1578391,"17122","LON"
1578396,"15901","LON"
1578397,"125353","LON"
1578404,"17311","LON"
1578412,"17415","LON"
1578450,"25861","LON"
1578468,"28728","LON"
1578473,"25859","LON"
1578491,"25860","LON"
1578374,"15101","LON"
1578529,"41285","LON"
1578566,"46622","LON"
1578571,"54174","LON"
1578573,"47956","LON"
1578656,"71468","LON"
1578674,"65659","LON"
1578685,"70989","LON"
1578687,"58082","LON"
1578703,"72399","LON"
1578715,"58694","LON"
1578728,"67759","LON"
1578878,"100616","LON"
1578884,"102045","LON"
1578885,"102239","LON"
1578895,"104275","LON"
1578896,"103835","LON"
1578898,"103437","LON"
1578899,"104337","LON"
1578903,"105294","LON"
1578908,"106399","LON"
1578917,"106713","LON"
1578923,"111855","LON"
1578930,"110557","LON"
1578932,"111645","LON"
1578945,"115212","LON"
1578953,"115366","LON"
1579035,"77690","LON"
1579044,"84242","LON"
1579065,"84356","LON"
1579081,"87611","LON"
1579092,"91615","LON"
1579103,"87280","LON"
1579109,"92172","LON"
1579112,"86531","LON"
1579121,"90482","LON"
1579122,"87528","LON"
1579141,"94501","LON"
1579146,"91394","LON"
1579170,"107825","LON"
1579176,"107908","LON"
1579203,"120418","LON"
1579235,"122041","LON"
1579275,"126260","LON"
1579295,"128787","LON"
1579331,"133506","LON"
1579385,"145836","LON"
1579414,"139527","LON"
1579431,"145542","LON"
1579435,"147529","LON"
1579447,"153296","LON"
1579456,"153304","LON"
1579467,"147634","LON"
1579471,"150525","LON"
1579473,"148304","LON"
1579479,"150531","LON"
1579487,"155259","LON"
1579489,"150646","LON"
1579496,"156955","LON"
1579499,"155310","LON"
1579504,"156620","LON"
1579515,"160781","LON"
1579516,"157118","LON"
1579528,"156203","LON"
1579533,"161365","LON"
1579534,"163498","LON"
1579535,"164966","LON"
1579543,"161367","LON"
1579551,"163382","LON"
1579554,"161368","LON"
1579556,"164363","LON"
1579558,"167507","LON"
1579559,"164990","LON"
1579561,"162374","LON"
1579563,"164364","LON"
1579567,"169900","LON"
1579568,"164991","LON"
1579573,"164366","LON"
1579576,"160745","LON"
1579586,"160746","LON"
1579588,"162475","LON"
1579593,"164412","LON"
1579596,"170177","LON"
1579606,"179223","LON"
1579609,"179390","LON"
1579613,"172419","LON"
1579614,"171406","LON"
1579618,"172420","LON"
1579625,"172693","LON"
1579638,"174434","LON"
1579592,"164992","LON"
1579653,"178431","LON"
1579658,"180527","LON"
1579661,"182130","LON"
1579664,"180050","LON"
1579673,"183194","LON"
1579676,"183898","LON"
1579701,"189477","LON"
1579702,"190452","LON"
1579720,"189908","LON"
1579731,"189438","LON"
1579759,"193433","LON"
1579787,"201957","LON"
1579836,"222260","LON"
1579867,"215288","LON"
1579878,"218066","LON"
1579910,"232159","LON"
1579923,"237212","LON"
1579946,"312741","LON"
1579948,"312099","LON"
1579949,"312863","LON"
1579951,"313233","LON"
1579953,"313212","LON"
1579955,"312737","LON"
1579956,"313572","LON"
1579960,"313231","LON"
1579961,"313351","LON"
1579966,"314748","LON"
1579969,"313901","LON"
1579970,"315068","LON"
1579976,"315757","LON"
1579982,"315653","LON"
1579985,"316236","LON"
1579987,"315269","LON"
1579988,"316092","LON"
1579994,"316121","LON"
1580001,"316961","LON"
1580008,"316645","LON"
1580036,"373303","LON"
1580071,"401003","LON"
1580081,"402378","LON"
1580095,"401001","LON"
1580104,"411219","LON"
1580111,"439321","LON"
1580137,"541362","LON"
1580138,"556927","LON"
1580147,"541384","LON"
1580157,"558103","LON"
1580180,"521061","LON"
1580182,"467401","LON"
1580188,"582721","LON"
1580194,"585198","LON"
1580196,"585561","LON"
1580198,"591612","LON"
1580219,"122358","LON"
1580984,"7552","LON"
1581447,"314844","LON"
1581452,"314713","LON"
1581453,"313685","LON"
1581502,"623881","LON"
1581722,"102553","LON"
1581724,"15178","LON"
1581732,"15176","LON"
1586782,"6554","LON"
1587019,"6560","LON"
1587020,"6573","LON"
1587027,"6612","LON"
1593234,"6649","LON"
1593240,"316183","LON"
1593450,"6605","LON"
1593729,"547142","LON"
1593743,"547218","LON"
1593801,"633381","LON"
1600499,"71468","LON"
1600562,"609147","LON"
1600630,"100616","LON"
1610418,"6569","LON"
1610444,"357696","LON"
1612084,"316189","LON"
1612358,"393165","LON"
1615050,"619843","LON"
2102594,"102594","LON"
2120428,"120428","LON"
2120493,"120493","LON"
2148547,"148547","LON"
2475362,"475362","LON"
2122167,"122167","LON"
2020065,"20065","LON"
2300382,"300382","LON"
2150671,"150671","LON"
2542562,"542562","LON"
2399459,"399459","LON"
1515199,"313103","LON"
1430953,"7563","LON"
1466368,"151389","LON"
1328635,"6554","LON"
1243635,"7545","LON"
1263631,"183194","LON"
1328650,"9228","LON"
1330800,"9223","LON"
1267485,"193433","LON"
1473910,"493281","LON"
1430932,"25682","LON"
7529,"9471","LON"
1341457,"163382","LON"
1442460,"411219","LON"
1489875,"6632","LON"
13762,"112296","LON"
1470359,"193433","LON"
1484230,"198727","LON"
1577869,"6627","LON"
1579909,"313103","LON"
1535726,"378403","LON"
1445825,"481199","LON"
1524999,"169079","LON"
1437734,"169079","LON"
1328619,"6618","LON"
1488405,"6632","LON"
1470733,"171961","LON"
1420989,"198727","LON"
1341223,"9476","LON"
1328918,"111694","LON"
1439588,"312730","LON"
1209265,"15103","LON"
1555215,"13890","LON"
1414371,"602023","LON"
1587989,"94500","LON"
1497280,"133857","LON"
1499552,"228577","LON"
1578504,"42616","LON"
1231377,"160781","LON"
1357191,"15900","LON"
1470885,"169277","LON"
1611506,"13889","LON"
1219615,"151389","LON"
1239113,"6652","LON"
1470883,"173632","LON"
1313044,"157292","LON"
1328690,"6632","LON"
1430948,"9228","LON"
1248010,"101002","LON"
1239165,"6621","LON"
1436673,"316339","LON"
1550246,"311580","LON"
8209,"6625","LON"
1501247,"9471","LON"
1593229,"6649","LON"
1578153,"9225","LON"
1437208,"313608","LON"
1424928,"9014","LON"
1239174,"133482","LON"
1428307,"230058","LON"
1231369,"6612","LON"
17478,"316609","LON"
1488538,"6632","LON"
5437,"14998","LON"
1469307,"602030","LON"
1425480,"311942","LON"
1610388,"6569","LON"
1439584,"316619","LON"
1601588,"167506","LON"
1329390,"164789","LON"
1341226,"6628","LON"
7766,"14403","LON"
1296791,"314844","LON"
1501187,"6625","LON"
1461799,"312022","LON"
1495940,"122897","LON"
1469467,"315210","LON"
1202212,"6560","LON"
1472649,"140407","LON"
1211767,"17125","LON"
13768,"112297","LON"
1325622,"315210","LON"
1593237,"316183","LON"
1469917,"151066","LON"
1328615,"6589","LON"
1463799,"313114","LON"
1221570,"15007","LON"
1427949,"151066","LON"
1515255,"492381","LON"
1438577,"547218","LON"
1239169,"481242","LON"
1612228,"316189","LON"
1232378,"7547","LON"
1296797,"314713","LON"
1542809,"636261","LON"
1579594,"169079","LON"
1356141,"156250","LON"
1439591,"312714","LON"
1381788,"6618","LON"
1474292,"313231","LON"
1239107,"547193","LON"
1251856,"54357","LON"
1475890,"7552","LON"
1032818,"7553","LON"
1483234,"7541","LON"
1342563,"6566","LON"
1428026,"547192","LON"
1231705,"110168","LON"
1414956,"122897","LON"
1504790,"15838","LON"
1482666,"16240","LON"
1239104,"106399","LON"
1593378,"6605","LON"
1461819,"128699","LON"
1579977,"315129","LON"
1501344,"110168","LON"
8804,"7543","LON"
1600983,"154045","LON"
1468530,"14403","LON"
1533385,"22438","LON"
1457025,"216603","LON"
1349336,"17127","LON"
1033858,"6649","LON"
1331664,"314367","LON"
1432766,"230415","LON"
1003254,"13888","LON"
1495996,"492381","LON"
1328789,"171734","LON"
1031188,"14836","LON"
6939,"13890","LON"
1221683,"15006","LON"
1433034,"181507","LON"
1328677,"6625","LON"
1440165,"167507","LON"
10679,"70242","LON"
1328135,"6622","LON"
1430936,"6550","LON"
1336000,"14004","LON"
1425088,"9223","LON"
1495828,"481199","LON"
1459638,"602025","LON"
1341542,"25859","LON"
1332007,"103836","LON"
1460836,"602023","LON"
1219631,"79621","LON"
1610333,"316148","LON"
1438563,"383499","LON"
1241741,"115834","LON"
1463527,"314844","LON"
1241754,"311580","LON"
1577912,"7541","LON"
1334930,"231021","LON"
1465048,"157292","LON"
1471657,"156971","LON"
1463526,"314713","LON"
1469215,"17127","LON"
1587893,"493301","LON"
1470352,"128047","LON"
1450096,"174553","LON"
16150,"6632","LON"
1328676,"6612","LON"
1427948,"312425","LON"
1489617,"14998","LON"
1341188,"156250","LON"
1426793,"54357","LON"
1041218,"17127","LON"
1612350,"393165","LON"
1236145,"15895","LON"
1328664,"7547","LON"
1473645,"547192","LON"
1492061,"606545","LON"
1299315,"6566","LON"
1470882,"169275","LON"
1328692,"6636","LON"
1248203,"481242","LON"
1412166,"311942","LON"
1363836,"7548","LON"
1497938,"615562","LON"
1328755,"65169","LON"
1214873,"22438","LON"
1321522,"36697","LON"
1436674,"115613","LON"
1472679,"107825","LON"
1437703,"314642","LON"
1587988,"85077","LON"
1593979,"51177","LON"
1474493,"316183","LON"
1470890,"169276","LON"
1484862,"15847","LON"
1231370,"6556","LON"
1482473,"15900","LON"
1239105,"106396","LON"
1328617,"7602","LON"
1381787,"9014","LON"
1529561,"230058","LON"
